id,substring,weight,numero
28123,vísper,2.0,1
28124,víspera,2.0,1
28125,ísp,2.0,1
28126,íspe,2.0,1
28127,ísper,2.0,1
28128,íspera,2.0,1
28129,tito,2.0,1
28130,concede,2.0,1
28131,oncede,2.0,1
28132,ncede,2.0,1
28133,parr,2.0,1
28134,arroq,2.0,1
28135,arroqu,2.0,1
28136,rroq,2.0,1
28137,rroqu,2.0,1
28138,quia,2.0,1
28139,uia,2.0,1
28140,banas,2.0,1
28141,tarias,2.0,1
28142,iras,2.0,1
28143,lavi,2.0,1
28144,dés,2.0,1
28145,reunid,2.0,1
28146,reunido,2.0,1
28147,eunid,2.0,1
28148,eunido,2.0,1
28149,tropo,2.0,1
28150,tropol,2.0,1
28151,ropol,2.0,1
28152,mediano,2.0,1
28153,ediano,2.0,1
28154,mencionada,2.0,1
28155,encionada,2.0,1
28156,ncionada,2.0,1
28157,isb,2.0,1
28158,isbo,2.0,1
28159,sb,2.0,1
28160,sbo,2.0,1
28161,provocan,2.0,1
28162,rovocan,2.0,1
28163,ovocan,2.0,1
28164,vocan,2.0,1
28165,biológico,2.0,1
28166,iológico,2.0,1
28167,tumo,2.0,1
28168,tumor,2.0,1
28169,portab,2.0,1
28170,ortab,2.0,1
28171,rtab,2.0,1
28172,atón,2.0,1
28173,tiró,2.0,1
28174,pene,2.0,1
28175,penet,2.0,1
28176,penetr,2.0,1
28177,penetra,2.0,1
28178,enet,2.0,1
28179,enetr,2.0,1
28180,enetra,2.0,1
28181,netr,2.0,1
28182,netra,2.0,1
28183,enfermer,2.0,1
28184,nfermer,2.0,1
28185,fermer,2.0,1
28186,ermer,2.0,1
28187,rmer,2.0,1
28188,diseña,2.0,1
28189,iseña,2.0,1
28190,señad,2.0,1
28191,señado,2.0,1
28192,eñad,2.0,1
28193,eñado,2.0,1
28194,indicacio,2.0,1
28195,indicacion,2.0,1
28196,indicacione,2.0,1
28197,indicaciones,2.0,1
28198,ndicacio,2.0,1
28199,ndicacion,2.0,1
28200,ndicacione,2.0,1
28201,ndicaciones,2.0,1
28202,dicacio,2.0,1
28203,dicacion,2.0,1
28204,dicacione,2.0,1
28205,dicaciones,2.0,1
28206,siles,2.0,1
28207,aislado,2.0,1
28208,andin,2.0,1
28209,ndin,2.0,1
28210,comparte,2.0,1
28211,omparte,2.0,1
28212,mparte,2.0,1
28213,elm,2.0,1
28214,autonómica,2.0,1
28215,utonómica,2.0,1
28216,tonómica,2.0,1
28217,vended,2.0,1
28218,vendedo,2.0,1
28219,vendedor,2.0,1
28220,ended,2.0,1
28221,endedo,2.0,1
28222,endedor,2.0,1
28223,nded,2.0,1
28224,ndedo,2.0,1
28225,ndedor,2.0,1
28226,esada,2.0,1
28227,respondí,2.0,1
28228,respondía,2.0,1
28229,espondí,2.0,1
28230,espondía,2.0,1
28231,spondí,2.0,1
28232,spondía,2.0,1
28233,pondí,2.0,1
28234,pondía,2.0,1
28235,ondí,2.0,1
28236,ondía,2.0,1
28237,riá,2.0,1
28238,rián,2.0,1
28239,alorí,2.0,1
28240,aloría,2.0,1
28241,lorí,2.0,1
28242,loría,2.0,1
28243,lson,2.0,1
28244,rativas,2.0,1
28245,orb,2.0,1
28246,orba,2.0,1
28247,extendi,2.0,1
28248,xtendi,2.0,1
28249,tendió,2.0,1
28250,mensu,2.0,1
28251,mensua,2.0,1
28252,mensual,2.0,1
28253,ensua,2.0,1
28254,ensual,2.0,1
28255,nsua,2.0,1
28256,nsual,2.0,1
28257,suale,2.0,1
28258,suales,2.0,1
28259,hemb,2.0,1
28260,hembr,2.0,1
28261,hembra,2.0,1
28262,anunciar,2.0,1
28263,merí,2.0,1
28264,mería,2.0,1
28265,libra,2.0,1
28266,vendi,2.0,1
28267,ágica,2.0,1
28268,reperc,2.0,1
28269,repercu,2.0,1
28270,repercus,2.0,1
28271,repercusi,2.0,1
28272,eperc,2.0,1
28273,epercu,2.0,1
28274,epercus,2.0,1
28275,epercusi,2.0,1
28276,percu,2.0,1
28277,percus,2.0,1
28278,percusi,2.0,1
28279,ercus,2.0,1
28280,ercusi,2.0,1
28281,rcus,2.0,1
28282,rcusi,2.0,1
28283,defendi,2.0,1
28284,efendi,2.0,1
28285,fendi,2.0,1
28286,franq,2.0,1
28287,franqu,2.0,1
28288,franqui,2.0,1
28289,franquis,2.0,1
28290,ranquis,2.0,1
28291,anquis,2.0,1
28292,bec,2.0,1
28293,inea,2.0,1
28294,motiva,2.0,1
28295,motivac,2.0,1
28296,motivaci,2.0,1
28297,otiva,2.0,1
28298,otivac,2.0,1
28299,otivaci,2.0,1
28300,tivac,2.0,1
28301,tivaci,2.0,1
28302,ivac,2.0,1
28303,ivaci,2.0,1
28304,anil,2.0,1
28305,anill,2.0,1
28306,nill,2.0,1
28307,terapé,2.0,1
28308,terapéu,2.0,1
28309,terapéut,2.0,1
28310,terapéuti,2.0,1
28311,terapéutic,2.0,1
28312,erapé,2.0,1
28313,erapéu,2.0,1
28314,erapéut,2.0,1
28315,erapéuti,2.0,1
28316,erapéutic,2.0,1
28317,rapé,2.0,1
28318,rapéu,2.0,1
28319,rapéut,2.0,1
28320,rapéuti,2.0,1
28321,rapéutic,2.0,1
28322,apé,2.0,1
28323,apéu,2.0,1
28324,apéut,2.0,1
28325,apéuti,2.0,1
28326,apéutic,2.0,1
28327,péu,2.0,1
28328,péut,2.0,1
28329,péuti,2.0,1
28330,péutic,2.0,1
28331,éut,2.0,1
28332,éuti,2.0,1
28333,éutic,2.0,1
28334,utic,2.0,1
28335,compen,2.0,1
28336,compens,2.0,1
28337,compensa,2.0,1
28338,ompen,2.0,1
28339,ompens,2.0,1
28340,ompensa,2.0,1
28341,mpen,2.0,1
28342,mpens,2.0,1
28343,mpensa,2.0,1
28344,ganade,2.0,1
28345,ganader,2.0,1
28346,anade,2.0,1
28347,anader,2.0,1
28348,nade,2.0,1
28349,nader,2.0,1
28350,xta,2.0,1
28351,ocand,2.0,1
28352,ocando,2.0,1
28353,leal,2.0,1
28354,voluntario,2.0,1
28355,oluntario,2.0,1
28356,luntario,2.0,1
28357,untario,2.0,1
28358,fili,2.0,1
28359,filia,2.0,1
28360,observan,2.0,1
28361,bservan,2.0,1
28362,debie,2.0,1
28363,debier,2.0,1
28364,ebie,2.0,1
28365,ebier,2.0,1
28366,especializado,2.0,1
28367,specializado,2.0,1
28368,pecializado,2.0,1
28369,ecializado,2.0,1
28370,cializado,2.0,1
28371,ializado,2.0,1
28372,obed,2.0,1
28373,bed,2.0,1
28374,irio,2.0,1
28375,gigantes,2.0,1
28376,igantes,2.0,1
28377,ronal,2.0,1
28378,iénd,2.0,1
28379,iéndo,2.0,1
28380,iéndos,2.0,1
28381,iéndose,2.0,1
28382,éndo,2.0,1
28383,éndos,2.0,1
28384,éndose,2.0,1
28385,ndose,2.0,1
28386,dose,2.0,1
28387,vet,2.0,1
28388,vete,2.0,1
28389,atle,2.0,1
28390,atlet,2.0,1
28391,tlet,2.0,1
28392,andra,2.0,1
28393,ndra,2.0,1
28394,vendr,2.0,1
28395,estia,2.0,1
28396,rillos,2.0,1
28397,vál,2.0,1
28398,váli,2.0,1
28399,válid,2.0,1
28400,álido,2.0,1
28401,hú,2.0,1
28402,húm,2.0,1
28403,húme,2.0,1
28404,húmed,2.0,1
28405,úmed,2.0,1
28406,stias,2.0,1
28407,tias,2.0,1
28408,reiv,2.0,1
28409,reivi,2.0,1
28410,reivin,2.0,1
28411,reivind,2.0,1
28412,reivindi,2.0,1
28413,reivindic,2.0,1
28414,reivindica,2.0,1
28415,reivindicac,2.0,1
28416,reivindicaci,2.0,1
28417,eiv,2.0,1
28418,eivi,2.0,1
28419,eivin,2.0,1
28420,eivind,2.0,1
28421,eivindi,2.0,1
28422,eivindic,2.0,1
28423,eivindica,2.0,1
28424,eivindicac,2.0,1
28425,eivindicaci,2.0,1
28426,ivind,2.0,1
28427,ivindi,2.0,1
28428,ivindic,2.0,1
28429,ivindica,2.0,1
28430,ivindicac,2.0,1
28431,ivindicaci,2.0,1
28432,vind,2.0,1
28433,vindi,2.0,1
28434,vindic,2.0,1
28435,vindica,2.0,1
28436,vindicac,2.0,1
28437,vindicaci,2.0,1
28438,vinculado,2.0,1
28439,inculado,2.0,1
28440,nculado,2.0,1
28441,culado,2.0,1
28442,ulados,2.0,1
28443,abam,2.0,1
28444,untu,2.0,1
28445,meters,2.0,1
28446,meterse,2.0,1
28447,eters,2.0,1
28448,eterse,2.0,1
28449,ters,2.0,1
28450,terse,2.0,1
28451,abé,2.0,1
28452,béi,2.0,1
28453,béis,2.0,1
28454,erosi,2.0,1
28455,simb,2.0,1
28456,simbó,2.0,1
28457,simból,2.0,1
28458,simbóli,2.0,1
28459,simbólic,2.0,1
28460,imbó,2.0,1
28461,imból,2.0,1
28462,imbóli,2.0,1
28463,imbólic,2.0,1
28464,mbó,2.0,1
28465,mból,2.0,1
28466,mbóli,2.0,1
28467,mbólic,2.0,1
28468,ból,2.0,1
28469,bóli,2.0,1
28470,bólic,2.0,1
28471,remot,2.0,1
28472,remoto,2.0,1
28473,emot,2.0,1
28474,emoto,2.0,1
28475,uchan,2.0,1
28476,uchand,2.0,1
28477,uchando,2.0,1
28478,sustancial,2.0,1
28479,ustancial,2.0,1
28480,stancial,2.0,1
28481,tancial,2.0,1
28482,ancial,2.0,1
28483,tuari,2.0,1
28484,tuario,2.0,1
28485,ctuad,2.0,1
28486,ctuado,2.0,1
28487,mitos,2.0,1
28488,verí,2.0,1
28489,vería,2.0,1
28490,añó,2.0,1
28491,presunta,2.0,1
28492,resunta,2.0,1
28493,esunta,2.0,1
28494,sunta,2.0,1
28495,seleccionad,2.0,1
28496,seleccionado,2.0,1
28497,eleccionad,2.0,1
28498,eleccionado,2.0,1
28499,leccionad,2.0,1
28500,leccionado,2.0,1
28501,eccionad,2.0,1
28502,eccionado,2.0,1
28503,ccionad,2.0,1
28504,ccionado,2.0,1
28505,erin,2.0,1
28506,lind,2.0,1
28507,vej,2.0,1
28508,veje,2.0,1
28509,bale,2.0,1
28510,lativas,2.0,1
28511,sciend,2.0,1
28512,sciende,2.0,1
28513,ondad,2.0,1
28514,demon,2.0,1
28515,demoni,2.0,1
28516,demonio,2.0,1
28517,emonio,2.0,1
28518,sagrada,2.0,1
28519,sonrie,2.0,1
28520,sonrien,2.0,1
28521,onrie,2.0,1
28522,onrien,2.0,1
28523,nrie,2.0,1
28524,nrien,2.0,1
28525,románt,2.0,1
28526,románti,2.0,1
28527,romántic,2.0,1
28528,ománt,2.0,1
28529,ománti,2.0,1
28530,omántic,2.0,1
28531,mánt,2.0,1
28532,mánti,2.0,1
28533,mántic,2.0,1
28534,ises,2.0,1
28535,grat,2.0,1
28536,formu,2.0,1
28537,formul,2.0,1
28538,formula,2.0,1
28539,ormu,2.0,1
28540,ormul,2.0,1
28541,ormula,2.0,1
28542,icaro,2.0,1
28543,icaron,2.0,1
28544,caron,2.0,1
28545,sép,2.0,1
28546,sépt,2.0,1
28547,sépti,2.0,1
28548,séptim,2.0,1
28549,épt,2.0,1
28550,épti,2.0,1
28551,éptim,2.0,1
28552,genia,2.0,1
28553,enia,2.0,1
28554,mplac,2.0,1
28555,especializada,2.0,1
28556,specializada,2.0,1
28557,pecializada,2.0,1
28558,ecializada,2.0,1
28559,cializada,2.0,1
28560,ializada,2.0,1
28561,paula,2.0,1
28562,parecidos,2.0,1
28563,arecidos,2.0,1
28564,recidos,2.0,1
28565,meji,2.0,1
28566,mejil,2.0,1
28567,mejill,2.0,1
28568,mejilla,2.0,1
28569,ejill,2.0,1
28570,ejilla,2.0,1
28571,jilla,2.0,1
28572,noro,2.0,1
28573,sospecho,2.0,1
28574,sospechos,2.0,1
28575,sospechoso,2.0,1
28576,ospecho,2.0,1
28577,ospechos,2.0,1
28578,ospechoso,2.0,1
28579,specho,2.0,1
28580,spechos,2.0,1
28581,spechoso,2.0,1
28582,pechoso,2.0,1
28583,echoso,2.0,1
28584,choso,2.0,1
28585,hoso,2.0,1
28586,depender,2.0,1
28587,epender,2.0,1
28588,poblad,2.0,1
28589,poblado,2.0,1
28590,oblad,2.0,1
28591,oblado,2.0,1
28592,criti,2.0,1
28593,critic,2.0,1
28594,riti,2.0,1
28595,ritic,2.0,1
28596,itic,2.0,1
28597,devol,2.0,1
28598,presentados,2.0,1
28599,resentados,2.0,1
28600,esentados,2.0,1
28601,reservad,2.0,1
28602,reservado,2.0,1
28603,eservad,2.0,1
28604,eservado,2.0,1
28605,diplomática,2.0,1
28606,iplomática,2.0,1
28607,plomática,2.0,1
28608,lomática,2.0,1
28609,ulg,2.0,1
28610,descar,2.0,1
28611,escar,2.0,1
28612,suspend,2.0,1
28613,uspend,2.0,1
28614,spend,2.0,1
28615,trág,2.0,1
28616,trági,2.0,1
28617,trágic,2.0,1
28618,rágic,2.0,1
28619,ctuó,2.0,1
28620,trañas,2.0,1
28621,rañas,2.0,1
28622,concedi,2.0,1
28623,oncedi,2.0,1
28624,ncedi,2.0,1
28625,persi,2.0,1
28626,pulm,2.0,1
28627,bados,2.0,1
28628,muel,2.0,1
28629,acude,2.0,1
28630,cude,2.0,1
28631,mediac,2.0,1
28632,mediaci,2.0,1
28633,ediac,2.0,1
28634,ediaci,2.0,1
28635,treme,2.0,1
28636,tremen,2.0,1
28637,tremend,2.0,1
28638,remend,2.0,1
28639,emend,2.0,1
28640,ratas,2.0,1
28641,dedicar,2.0,1
28642,edicar,2.0,1
28643,desarrollada,2.0,1
28644,esarrollada,2.0,1
28645,sarrollada,2.0,1
28646,arrollada,2.0,1
28647,rrollada,2.0,1
28648,rollada,2.0,1
28649,ollada,2.0,1
28650,llada,2.0,1
28651,plástica,2.0,1
28652,lástica,2.0,1
28653,ástica,2.0,1
28654,darán,2.0,1
28655,permitie,2.0,1
28656,ermitie,2.0,1
28657,rmitie,2.0,1
28658,mitie,2.0,1
28659,itie,2.0,1
28660,doloro,2.0,1
28661,doloros,2.0,1
28662,oloro,2.0,1
28663,oloros,2.0,1
28664,loro,2.0,1
28665,loros,2.0,1
28666,orosa,2.0,1
28667,enders,2.0,1
28668,enderse,2.0,1
28669,nders,2.0,1
28670,nderse,2.0,1
28671,eroa,2.0,1
28672,prenda,2.0,1
28673,renda,2.0,1
28674,trave,2.0,1
28675,traves,2.0,1
28676,asociada,2.0,1
28677,sociada,2.0,1
28678,ociada,2.0,1
28679,feo,2.0,1
28680,agd,2.0,1
28681,agda,2.0,1
28682,gd,2.0,1
28683,gda,2.0,1
28684,utop,2.0,1
28685,ecoló,2.0,1
28686,ecológ,2.0,1
28687,ecológi,2.0,1
28688,ecológic,2.0,1
28689,construy,2.0,1
28690,onstruy,2.0,1
28691,nstruy,2.0,1
28692,struy,2.0,1
28693,truy,2.0,1
28694,primi,2.0,1
28695,primit,2.0,1
28696,primiti,2.0,1
28697,primitiv,2.0,1
28698,rimit,2.0,1
28699,rimiti,2.0,1
28700,rimitiv,2.0,1
28701,imiti,2.0,1
28702,imitiv,2.0,1
28703,mitiv,2.0,1
28704,quile,2.0,1
28705,uile,2.0,1
28706,vald,2.0,1
28707,etida,2.0,1
28708,brier,2.0,1
28709,briero,2.0,1
28710,brieron,2.0,1
28711,sgu,2.0,1
28712,japone,2.0,1
28713,japones,2.0,1
28714,apone,2.0,1
28715,apones,2.0,1
28716,pones,2.0,1
28717,egí,2.0,1
28718,mpá,2.0,1
28719,comunicar,2.0,1
28720,omunicar,2.0,1
28721,municar,2.0,1
28722,unicar,2.0,1
28723,iani,2.0,1
28724,ianis,2.0,1
28725,registrar,2.0,1
28726,egistrar,2.0,1
28727,gistrar,2.0,1
28728,imn,2.0,1
28729,operad,2.0,1
28730,operado,2.0,1
28731,operador,2.0,1
28732,adon,2.0,1
28733,profesora,2.0,1
28734,rofesora,2.0,1
28735,ofesora,2.0,1
28736,fesora,2.0,1
28737,esora,2.0,1
28738,alli,2.0,1
28739,terni,2.0,1
28740,ternid,2.0,1
28741,ternida,2.0,1
28742,ternidad,2.0,1
28743,african,2.0,1
28744,africano,2.0,1
28745,frican,2.0,1
28746,fricano,2.0,1
28747,recort,2.0,1
28748,recorte,2.0,1
28749,ecort,2.0,1
28750,ecorte,2.0,1
28751,abst,2.0,1
28752,abstr,2.0,1
28753,abstra,2.0,1
28754,abstrac,2.0,1
28755,bstr,2.0,1
28756,bstra,2.0,1
28757,bstrac,2.0,1
28758,aris,2.0,1
28759,puñ,2.0,1
28760,flui,2.0,1
28761,ificados,2.0,1
28762,ficados,2.0,1
28763,hid,2.0,1
28764,tibles,2.0,1
28765,futb,2.0,1
28766,futbo,2.0,1
28767,futbol,2.0,1
28768,futboli,2.0,1
28769,futbolis,2.0,1
28770,futbolist,2.0,1
28771,futbolista,2.0,1
28772,utb,2.0,1
28773,utbo,2.0,1
28774,utbol,2.0,1
28775,utboli,2.0,1
28776,utbolis,2.0,1
28777,utbolist,2.0,1
28778,utbolista,2.0,1
28779,tboli,2.0,1
28780,tbolis,2.0,1
28781,tbolist,2.0,1
28782,tbolista,2.0,1
28783,bolist,2.0,1
28784,bolista,2.0,1
28785,olist,2.0,1
28786,olista,2.0,1
28787,publicit,2.0,1
28788,publicita,2.0,1
28789,publicitar,2.0,1
28790,publicitari,2.0,1
28791,ublicit,2.0,1
28792,ublicita,2.0,1
28793,ublicitar,2.0,1
28794,ublicitari,2.0,1
28795,blicit,2.0,1
28796,blicita,2.0,1
28797,blicitar,2.0,1
28798,blicitari,2.0,1
28799,licitari,2.0,1
28800,icitari,2.0,1
28801,citari,2.0,1
28802,convirtie,2.0,1
28803,onvirtie,2.0,1
28804,nvirtie,2.0,1
28805,virtie,2.0,1
28806,irtie,2.0,1
28807,corti,2.0,1
28808,cortin,2.0,1
28809,cortina,2.0,1
28810,ortin,2.0,1
28811,ortina,2.0,1
28812,rtina,2.0,1
28813,comput,2.0,1
28814,computa,2.0,1
28815,computad,2.0,1
28816,computado,2.0,1
28817,computador,2.0,1
28818,computadora,2.0,1
28819,omput,2.0,1
28820,omputa,2.0,1
28821,omputad,2.0,1
28822,omputado,2.0,1
28823,omputador,2.0,1
28824,omputadora,2.0,1
28825,mput,2.0,1
28826,mputa,2.0,1
28827,mputad,2.0,1
28828,mputado,2.0,1
28829,mputador,2.0,1
28830,mputadora,2.0,1
28831,putador,2.0,1
28832,putadora,2.0,1
28833,utador,2.0,1
28834,utadora,2.0,1
28835,tadora,2.0,1
28836,noct,2.0,1
28837,noctu,2.0,1
28838,noctur,2.0,1
28839,nocturn,2.0,1
28840,octur,2.0,1
28841,octurn,2.0,1
28842,cturn,2.0,1
28843,coba,2.0,1
28844,procesad,2.0,1
28845,procesado,2.0,1
28846,rocesad,2.0,1
28847,rocesado,2.0,1
28848,ocesad,2.0,1
28849,ocesado,2.0,1
28850,cesad,2.0,1
28851,cesado,2.0,1
28852,ibo,2.0,1
28853,erbi,2.0,1
28854,variado,2.0,1
28855,ariado,2.0,1
28856,prolongad,2.0,1
28857,rolongad,2.0,1
28858,olongad,2.0,1
28859,longad,2.0,1
28860,ongad,2.0,1
28861,ngad,2.0,1
28862,uñad,2.0,1
28863,uñado,2.0,1
28864,ndem,2.0,1
28865,formab,2.0,1
28866,formaba,2.0,1
28867,ormab,2.0,1
28868,ormaba,2.0,1
28869,interru,2.0,1
28870,interrum,2.0,1
28871,interrump,2.0,1
28872,nterru,2.0,1
28873,nterrum,2.0,1
28874,nterrump,2.0,1
28875,terru,2.0,1
28876,terrum,2.0,1
28877,terrump,2.0,1
28878,erru,2.0,1
28879,errum,2.0,1
28880,errump,2.0,1
28881,rrum,2.0,1
28882,rrump,2.0,1
28883,rump,2.0,1
28884,segm,2.0,1
28885,segme,2.0,1
28886,segmen,2.0,1
28887,segment,2.0,1
28888,segmento,2.0,1
28889,egm,2.0,1
28890,egme,2.0,1
28891,egmen,2.0,1
28892,egment,2.0,1
28893,egmento,2.0,1
28894,lidos,2.0,1
28895,cooperat,2.0,1
28896,cooperati,2.0,1
28897,cooperativ,2.0,1
28898,cooperativa,2.0,1
28899,ooperat,2.0,1
28900,ooperati,2.0,1
28901,ooperativ,2.0,1
28902,ooperativa,2.0,1
28903,operativa,2.0,1
28904,perativa,2.0,1
28905,erativa,2.0,1
28906,estraté,2.0,1
28907,estratég,2.0,1
28908,estratégi,2.0,1
28909,estratégic,2.0,1
28910,straté,2.0,1
28911,stratég,2.0,1
28912,stratégi,2.0,1
28913,stratégic,2.0,1
28914,traté,2.0,1
28915,tratég,2.0,1
28916,tratégi,2.0,1
28917,tratégic,2.0,1
28918,raté,2.0,1
28919,ratég,2.0,1
28920,ratégi,2.0,1
28921,ratégic,2.0,1
28922,atég,2.0,1
28923,atégi,2.0,1
28924,atégic,2.0,1
28925,tég,2.0,1
28926,tégi,2.0,1
28927,tégic,2.0,1
28928,égic,2.0,1
28929,gesta,2.0,1
28930,maldi,2.0,1
28931,maldit,2.0,1
28932,aldi,2.0,1
28933,aldit,2.0,1
28934,ldi,2.0,1
28935,ldit,2.0,1
28936,izas,2.0,1
28937,dividi,2.0,1
28938,dividid,2.0,1
28939,ividi,2.0,1
28940,ividid,2.0,1
28941,vidid,2.0,1
28942,franca,2.0,1
28943,insul,2.0,1
28944,dró,2.0,1
28945,róg,2.0,1
28946,róge,2.0,1
28947,rógen,2.0,1
28948,rógeno,2.0,1
28949,óge,2.0,1
28950,ógen,2.0,1
28951,ógeno,2.0,1
28952,minaba,2.0,1
28953,heli,2.0,1
28954,helic,2.0,1
28955,helicó,2.0,1
28956,helicóp,2.0,1
28957,helicópt,2.0,1
28958,helicópte,2.0,1
28959,helicópter,2.0,1
28960,helicóptero,2.0,1
28961,elicó,2.0,1
28962,elicóp,2.0,1
28963,elicópt,2.0,1
28964,elicópte,2.0,1
28965,elicópter,2.0,1
28966,elicóptero,2.0,1
28967,licóp,2.0,1
28968,licópt,2.0,1
28969,licópte,2.0,1
28970,licópter,2.0,1
28971,licóptero,2.0,1
28972,icóp,2.0,1
28973,icópt,2.0,1
28974,icópte,2.0,1
28975,icópter,2.0,1
28976,icóptero,2.0,1
28977,cóp,2.0,1
28978,cópt,2.0,1
28979,cópte,2.0,1
28980,cópter,2.0,1
28981,cóptero,2.0,1
28982,ópte,2.0,1
28983,ópter,2.0,1
28984,óptero,2.0,1
28985,pte,2.0,1
28986,pter,2.0,1
28987,ptero,2.0,1
28988,geli,2.0,1
28989,compartid,2.0,1
28990,ompartid,2.0,1
28991,mpartid,2.0,1
28992,rafos,2.0,1
28993,afos,2.0,1
28994,ozar,2.0,1
28995,olism,2.0,1
28996,olismo,2.0,1
28997,curren,2.0,1
28998,urren,2.0,1
28999,bach,2.0,1
29000,ke,2.0,1
29001,homo,2.0,1
29002,mark,2.0,1
29003,ark,2.0,1
29004,uetes,2.0,1
29005,ntá,2.0,1
29006,cercaní,2.0,1
29007,cercanía,2.0,1
29008,ercaní,2.0,1
29009,ercanía,2.0,1
29010,rcaní,2.0,1
29011,rcanía,2.0,1
29012,caní,2.0,1
29013,canía,2.0,1
29014,ko,2.0,1
29015,miro,2.0,1
29016,rizad,2.0,1
29017,rizado,2.0,1
29018,cumpla,2.0,1
29019,umpla,2.0,1
29020,naro,2.0,1
29021,naron,2.0,1
29022,dinam,2.0,1
29023,ensas,2.0,1
29024,nsas,2.0,1
29025,tribut,2.0,1
29026,ribut,2.0,1
29027,ibut,2.0,1
29028,pinos,2.0,1
29029,inesp,2.0,1
29030,inespe,2.0,1
29031,inesper,2.0,1
29032,inespera,2.0,1
29033,inesperad,2.0,1
29034,nesp,2.0,1
29035,nespe,2.0,1
29036,nesper,2.0,1
29037,nespera,2.0,1
29038,nesperad,2.0,1
29039,troc,2.0,1
29040,adelanta,2.0,1
29041,delanta,2.0,1
29042,elanta,2.0,1
29043,positore,2.0,1
29044,positores,2.0,1
29045,ositore,2.0,1
29046,ositores,2.0,1
29047,sitore,2.0,1
29048,sitores,2.0,1
29049,ncionale,2.0,1
29050,ncionales,2.0,1
29051,contribuyen,2.0,1
29052,ontribuyen,2.0,1
29053,ntribuyen,2.0,1
29054,tribuyen,2.0,1
29055,ribuyen,2.0,1
29056,ibuyen,2.0,1
29057,buyen,2.0,1
29058,criad,2.0,1
29059,escie,2.0,1
29060,escien,2.0,1
29061,escond,2.0,1
29062,scond,2.0,1
29063,calla,2.0,1
29064,tenida,2.0,1
29065,abas,2.0,1
29066,anist,2.0,1
29067,altó,2.0,1
29068,maravilla,2.0,1
29069,aravilla,2.0,1
29070,ravilla,2.0,1
29071,avilla,2.0,1
29072,paró,2.0,1
29073,situar,2.0,1
29074,ituar,2.0,1
29075,guan,2.0,1
29076,guant,2.0,1
29077,controlad,2.0,1
29078,ontrolad,2.0,1
29079,ntrolad,2.0,1
29080,trolad,2.0,1
29081,rolad,2.0,1
29082,olad,2.0,1
29083,aux,2.0,1
29084,auxi,2.0,1
29085,auxil,2.0,1
29086,auxili,2.0,1
29087,uxi,2.0,1
29088,uxil,2.0,1
29089,uxili,2.0,1
29090,subie,2.0,1
29091,variada,2.0,1
29092,ariada,2.0,1
29093,fundir,2.0,1
29094,undir,2.0,1
29095,moz,2.0,1
29096,jació,2.0,1
29097,jación,2.0,1
29098,melo,2.0,1
29099,vira,2.0,1
29100,ántica,2.0,1
29101,lías,2.0,1
29102,seq,2.0,1
29103,sequ,2.0,1
29104,inges,2.0,1
29105,ingest,2.0,1
29106,nges,2.0,1
29107,ngest,2.0,1
29108,jub,2.0,1
29109,jubi,2.0,1
29110,jubil,2.0,1
29111,jubila,2.0,1
29112,ubil,2.0,1
29113,ubila,2.0,1
29114,bila,2.0,1
29115,mutua,2.0,1
29116,utua,2.0,1
29117,saluda,2.0,1
29118,aluda,2.0,1
29119,luda,2.0,1
29120,desesperad,2.0,1
29121,esesperad,2.0,1
29122,sesperad,2.0,1
29123,quieto,2.0,1
29124,uieto,2.0,1
29125,sear,2.0,1
29126,voluntaria,2.0,1
29127,oluntaria,2.0,1
29128,luntaria,2.0,1
29129,untaria,2.0,1
29130,coincidie,2.0,1
29131,oincidie,2.0,1
29132,incidie,2.0,1
29133,ncidie,2.0,1
29134,evara,2.0,1
29135,eridad,2.0,1
29136,discí,2.0,1
29137,discíp,2.0,1
29138,discípu,2.0,1
29139,discípul,2.0,1
29140,discípulo,2.0,1
29141,iscí,2.0,1
29142,iscíp,2.0,1
29143,iscípu,2.0,1
29144,iscípul,2.0,1
29145,iscípulo,2.0,1
29146,scí,2.0,1
29147,scíp,2.0,1
29148,scípu,2.0,1
29149,scípul,2.0,1
29150,scípulo,2.0,1
29151,cíp,2.0,1
29152,cípu,2.0,1
29153,cípul,2.0,1
29154,cípulo,2.0,1
29155,ípu,2.0,1
29156,ípul,2.0,1
29157,ípulo,2.0,1
29158,pulo,2.0,1
29159,almace,2.0,1
29160,almacen,2.0,1
29161,lmace,2.0,1
29162,lmacen,2.0,1
29163,mace,2.0,1
29164,macen,2.0,1
29165,presidi,2.0,1
29166,presidid,2.0,1
29167,residi,2.0,1
29168,residid,2.0,1
29169,esidi,2.0,1
29170,esidid,2.0,1
29171,sidi,2.0,1
29172,sidid,2.0,1
29173,stela,2.0,1
29174,orrel,2.0,1
29175,rrel,2.0,1
29176,esperada,2.0,1
29177,sperada,2.0,1
29178,perada,2.0,1
29179,ptada,2.0,1
29180,gresivo,2.0,1
29181,advers,2.0,1
29182,adversa,2.0,1
29183,adversar,2.0,1
29184,adversari,2.0,1
29185,adversario,2.0,1
29186,dvers,2.0,1
29187,dversa,2.0,1
29188,dversar,2.0,1
29189,dversari,2.0,1
29190,dversario,2.0,1
29191,iota,2.0,1
29192,ofrecie,2.0,1
29193,frecie,2.0,1
29194,scop,2.0,1
29195,idé,2.0,1
29196,idén,2.0,1
29197,idént,2.0,1
